iter	Logloss
0	0.4986092326
1	0.3680487843
2	0.2835982381
3	0.2278746633
4	0.1799412595
5	0.1481288515
6	0.1242839732
7	0.1078097581
8	0.09065515182
9	0.08178486574
10	0.07504705376
11	0.06828683961
12	0.0624901487
13	0.05790865861
14	0.05384724246
15	0.04999144764
16	0.04684867074
17	0.04419604402
18	0.04199450132
19	0.03929555887
20	0.03675099972
21	0.03499581046
22	0.03409148892
23	0.03240944795
24	0.03203472085
25	0.0308228764
26	0.02960703591
27	0.02873793799
28	0.02782570769
29	0.02688113483
30	0.02577271854
31	0.02498352944
32	0.02464469595
33	0.0237728383
34	0.023309062
35	0.02273305956
36	0.02198728534
37	0.02131535307
38	0.0206326472
39	0.02022556138
40	0.0194887916
41	0.01890327258
42	0.01856016087
43	0.01823096962
44	0.01740276984
45	0.01701199001
46	0.01660075902
47	0.01621522549
48	0.01584394381
49	0.01522499341
50	0.01489057329
51	0.01445636029
52	0.01408393044
53	0.01383406705
54	0.01347680037
55	0.01317218884
56	0.0128340208
57	0.01244394142
58	0.01209990966
59	0.01176119176
60	0.01138700432
61	0.011301657
62	0.01101689706
63	0.01079009527
64	0.01062852902
65	0.01025655661
66	0.01004967281
67	0.009844416247
68	0.009658493099
69	0.009388056572
70	0.009008246436
71	0.008749928066
72	0.008344264393
73	0.008124557079
74	0.007875918908
75	0.007606269872
76	0.007497055699
77	0.007409156281
78	0.007302158907
79	0.007204346983
80	0.007048821802
81	0.006893835459
82	0.006823066611
83	0.006702208423
84	0.006651679379
85	0.006517029147
86	0.00644055701
87	0.006325368643
88	0.006196789678
89	0.006088322016
90	0.005987706036
91	0.005936880254
92	0.005750687774
93	0.005686137195
94	0.005608494425
95	0.005439468641
96	0.00523135395
97	0.005179273855
98	0.005057382863
99	0.005022147578
100	0.004868090812
101	0.004818582363
102	0.004705056652
103	0.004640874737
104	0.004527335616
105	0.004425904608
106	0.004269841454
107	0.004269809059
108	0.004228903877
109	0.004197115417
110	0.004129019835
111	0.004129003289
112	0.004065151311
113	0.004065143492
114	0.004019357903
115	0.003968596536
116	0.003916480802
117	0.0038687319
118	0.003702941829
119	0.003600219139
120	0.003570066235
121	0.003570035795
122	0.003524937524
123	0.003524925935
124	0.003476785526
125	0.00343701881
126	0.003346798395
127	0.003326099141
128	0.003326088739
129	0.003289078901
130	0.003259462555
131	0.003222933918
132	0.003144912059
133	0.003144825209
134	0.00311328929
135	0.003077867729
136	0.003044276079
137	0.003007837327
138	0.002971846035
139	0.002971842544
140	0.002961104342
141	0.002863577645
142	0.002863562425
143	0.002834092903
144	0.002758036987
145	0.00273525133
146	0.002719087377
147	0.002719047024
148	0.002697348097
149	0.002697289222
150	0.002697292084
151	0.002697230787
152	0.002696920781
153	0.002696881126
154	0.002696843146
155	0.002696802095
156	0.002696751619
157	0.002696717898
158	0.002696664001
159	0.002696635935
160	0.002696133803
161	0.002696095545
162	0.002696057007
163	0.002696020075
164	0.002695949701
165	0.002695928896
166	0.002695911791
167	0.002695882609
168	0.002695882609
169	0.002695882609
170	0.002695882609
171	0.002695882609
172	0.002695882609
173	0.002695882609
174	0.002695882609
175	0.002695882609
176	0.002695882609
177	0.002695882609
178	0.002695882609
179	0.002695882609
180	0.002695882609
181	0.002695882609
182	0.002695882609
183	0.002695882609
184	0.002695882609
185	0.002695882609
186	0.002695882609
187	0.002695882609
188	0.002695882609
189	0.002695882609
190	0.002649089266
191	0.002649026363
192	0.002619324853
193	0.002619243589
194	0.002619153038
195	0.002619057601
196	0.002618978291
197	0.002618948244
198	0.002618892043
199	0.00261884764
200	0.002618353467
201	0.002618327636
