iter	RMSE
435	0.3243182358
436	0.3227068921
437	0.3215078278
438	0.3202441892
439	0.3187842922
440	0.3182738984
441	0.3168982175
442	0.3159874293
443	0.314648625
444	0.3139893667
445	0.3137578854
446	0.3123284832
447	0.3114264745
448	0.3097165751
449	0.3084610938
450	0.3070414975
451	0.3060433674
452	0.3043263104
453	0.3030611018
454	0.3015398568
455	0.3010292363
456	0.299836433
457	0.2985992125
458	0.297381234
459	0.2960803002
460	0.2947262836
461	0.2933738883
462	0.2921170475
463	0.290833857
464	0.2904482006
465	0.2894360901
466	0.2890659166
467	0.2884776298
468	0.2876196762
469	0.2871444504
470	0.2867323017
471	0.2853400229
472	0.2841940736
473	0.2832691091
474	0.2824767264
475	0.2812860897
476	0.2805302702
477	0.2792006736
478	0.2779032943
479	0.2764179286
480	0.2751339473
481	0.2736878196
482	0.2732537931
483	0.2726297274
484	0.2716413363
485	0.2707919418
486	0.2698770547
487	0.2694996082
488	0.2684515525
489	0.2673562545
490	0.2670279284
491	0.2658821779
492	0.2649224212
493	0.2643579218
494	0.2629374572
495	0.2617342432
496	0.2613548659
497	0.2605038154
498	0.259581432
499	0.2590391005
500	0.258186419
501	0.2568529851
502	0.2559230495
503	0.2546512202
504	0.253492935
505	0.2525110016
506	0.2513541908
507	0.2510745685
508	0.25008159
509	0.2495554267
510	0.2488291067
511	0.2483119176
512	0.2472768703
513	0.2466405453
514	0.2459557649
515	0.2451556166
516	0.2440940915
517	0.2439715877
518	0.2428535744
519	0.2423780689
520	0.2416725685
521	0.2410187872
522	0.2407435083
523	0.2406344271
524	0.2394734099
525	0.2386310194
526	0.2378055699
527	0.237281027
528	0.236690661
529	0.2359452479
530	0.2349201193
531	0.2346689142
532	0.2344665307
533	0.2336111162
534	0.2327719942
535	0.2319938277
536	0.2309731865
537	0.2301699483
538	0.2293948963
539	0.2284453115
540	0.2278149797
541	0.2275254593
542	0.226843869
543	0.2262359503
544	0.2260222922
545	0.2259262582
546	0.2247019407
547	0.2242144932
548	0.2235529377
549	0.2227238584
550	0.2221721704
551	0.2217162597
552	0.2211466877
553	0.2207573935
554	0.2205869894
555	0.2199488532
556	0.2190423653
557	0.2188438274
558	0.2186169772
559	0.2180577203
560	0.2172975431
561	0.2164347058
562	0.2157204995
563	0.2149834911
564	0.2139248041
565	0.2133482375
566	0.2127129503
567	0.2121121373
568	0.211915333
569	0.2107572224
570	0.2098624848
571	0.2091662171
572	0.2084871488
573	0.2077081687
574	0.2071654759
575	0.2065274089
576	0.2061526052
577	0.2054714972
578	0.2047864947
579	0.2038597667
580	0.2032025854
581	0.2024726655
582	0.2018085915
583	0.2016503467
584	0.2009713214
585	0.2007300138
586	0.1999253726
587	0.1994568595
588	0.1988375474
589	0.1982680909
590	0.1972197388
591	0.1969624808
592	0.1964106494
593	0.1958575199
594	0.1956900442
595	0.1954828093
596	0.194929854
597	0.1946248249
598	0.1940710558
599	0.1934395732
600	0.1925773139
601	0.191725272
602	0.191421975
603	0.1905735953
604	0.1898815634
605	0.1891741027
606	0.1884902902
607	0.1879814031
608	0.1873169133
609	0.1865598909
610	0.1864706662
611	0.1863738073
612	0.1857829419
613	0.1849702177
614	0.1848731589
615	0.184145864
616	0.1833497115
617	0.182698695
618	0.1822740737
619	0.1816426195
620	0.1811509994
621	0.1805940796
622	0.1799591022
623	0.1794702884
624	0.178715065
625	0.1786059763
626	0.1782024246
627	0.1774615871
628	0.1769838791
629	0.1762848084
630	0.1757792055
631	0.1752510115
632	0.1750925596
633	0.1747971521
634	0.1746263294
635	0.1739423451
636	0.1731691326
637	0.1726913235
638	0.1721285396
639	0.1716037276
640	0.1714717691
641	0.1711346892
642	0.1706374783
643	0.1701316994
644	0.1699793269
645	0.1698864994
646	0.1696158014
647	0.1695271956
648	0.16924571
649	0.1688613429
650	0.1686030897
651	0.1680726668
652	0.1675335587
653	0.1668383426
654	0.1664454099
655	0.1661027391
656	0.1655948065
657	0.1650222388
658	0.1646226361
659	0.1642956642
660	0.1642366387
661	0.1637242288
662	0.163014192
663	0.1628292001
664	0.1623679917
665	0.1622322217
666	0.1616256048
667	0.1614109106
668	0.1609283633
669	0.1602052609
670	0.1596030952
671	0.1591015342
672	0.1589620904
673	0.15868647
674	0.1584567276
675	0.1578535554
676	0.1573707091
677	0.1570227447
678	0.1566049682
679	0.156168334
680	0.1558950983
681	0.1552471157
682	0.1549216338
683	0.1544087384
684	0.154054344
685	0.1536721327
686	0.1534048067
687	0.152897645
688	0.1522837764
689	0.1516502645
690	0.1514409077
691	0.1510209568
692	0.1507751965
693	0.1501814564
694	0.1499858534
695	0.1496934652
696	0.149301438
697	0.1487771841
698	0.1486407654
699	0.1482216649
700	0.1478863999
701	0.1472727274
702	0.1469288158
703	0.1462303673
704	0.1461809585
705	0.1457942622
706	0.1453427346
707	0.1452713333
708	0.1450057434
709	0.1447727061
710	0.1446650874
711	0.1443611035
712	0.1438863191
713	0.1435333758
714	0.1431890584
715	0.1431004334
716	0.1429144157
717	0.1426006475
718	0.1422628878
719	0.1419103327
720	0.1413711315
721	0.1410916913
722	0.1407127687
723	0.1402447849
724	0.1399156963
725	0.1393133106
726	0.1391323585
727	0.138853893
728	0.1385921655
729	0.1382572092
730	0.1379547263
731	0.1376751744
732	0.1374130755
733	0.1368969107
734	0.1365214643
735	0.1364210622
736	0.1360506156
737	0.1356731375
738	0.1355805629
739	0.1352382518
740	0.1348064214
741	0.1342519339
742	0.1339718026
743	0.1338074818
744	0.1334003671
745	0.1331166045
746	0.1330598454
747	0.1329475686
748	0.1328458066
749	0.132630535
750	0.1322691553
751	0.131891902
752	0.1315584164
753	0.1314226618
754	0.1310542294
755	0.1307276905
756	0.1303726907
757	0.1302294788
758	0.1297894491
759	0.1292968907
760	0.1288688198
761	0.1284336015
762	0.1280058055
763	0.1279015261
764	0.1275318525
765	0.1274222002
766	0.1271793625
767	0.1270741603
768	0.1267762139
769	0.126632632
770	0.1262690769
771	0.1261611464
772	0.1256762791
773	0.1254561854
774	0.1250973858
775	0.1248392353
776	0.1243018259
777	0.1241819209
778	0.1241328011
779	0.1239872776
780	0.1237024504
781	0.1234990904
782	0.1232486688
783	0.1229311807
784	0.1223542831
785	0.1219893091
786	0.1217521691
787	0.1215350864
788	0.121347653
789	0.1210424602
790	0.1206891414
791	0.1206012448
792	0.1203171827
793	0.1202829432
794	0.1200725412
795	0.1200024132
796	0.1196802269
797	0.1194053329
798	0.1192867936
799	0.1187778045
800	0.1183718058
801	0.1180718048
802	0.1176490907
803	0.1174525993
804	0.1173459386
805	0.1170969978
806	0.1167824096
807	0.1165164213
808	0.1160817546
809	0.1157538031
810	0.1153119066
811	0.1152086082
812	0.1147988904
813	0.1146885975
814	0.1145995285
815	0.1145552986
816	0.1141719895
817	0.1138498245
818	0.1137445686
819	0.1136822252
820	0.1136097712
821	0.1134210086
822	0.1132372861
823	0.1129164914
824	0.112498128
825	0.1120103867
826	0.111705576
827	0.1114050546
828	0.1111939509
829	0.110941355
830	0.1107709126
831	0.1105069072
832	0.1101115433
833	0.1098111882
834	0.1094667158
835	0.1092099463
836	0.1089464454
837	0.1086906521
838	0.1084439569
839	0.1083484689
840	0.108020928
841	0.1077673873
842	0.1076939265
843	0.1076320143
844	0.1073496685
845	0.1072099092
846	0.1069553514
847	0.1066803718
848	0.1063505058
849	0.1062378523
850	0.1061484255
851	0.1059535288
852	0.1058481899
853	0.1058117884
854	0.1054101727
855	0.1049975361
856	0.1049446938
857	0.1048811537
858	0.1048372838
859	0.1044471944
860	0.1043872964
861	0.104263568
862	0.1038004375
863	0.1034150293
864	0.1033794805
865	0.1030303867
866	0.102691352
867	0.1026150601
868	0.1023887075
869	0.1022004203
870	0.1021390742
871	0.1019124574
872	0.1018229417
873	0.1016751513
874	0.1014380929
875	0.1010348514
876	0.1009253472
877	0.1008931762
878	0.1005291872
879	0.1004765411
880	0.1000867996
881	0.09980831841
882	0.09970435677
883	0.09941817082
884	0.09938482902
885	0.09915816269
886	0.09891714607
887	0.09885829246
888	0.09882577787
889	0.09864972239
890	0.09844060548
891	0.09821801046
892	0.09796447064
893	0.09782999503
894	0.09761856978
895	0.09739887419
896	0.09712558607
897	0.0969150837
898	0.09680749883
899	0.09675297923
900	0.09662696739
901	0.09645007724
902	0.09640326643
903	0.09604929586
904	0.09570567616
905	0.09563842834
906	0.09528508542
907	0.09492194805
908	0.09488411287
909	0.09456570657
910	0.09433504638
911	0.09428485235
912	0.09425455839
913	0.09400389985
914	0.09383377594
915	0.09364307177
916	0.09318398672
917	0.09298536536
918	0.09268544027
919	0.09250761318
920	0.09247891994
921	0.09224168486
922	0.09180405968
923	0.09175093183
924	0.09169238437
925	0.09164128174
926	0.09130469234
927	0.09109013133
928	0.09104331202
929	0.09076629169
930	0.09073581335
931	0.09063302605
932	0.09057711667
933	0.09031009872
934	0.09028109125
935	0.08991093386
936	0.08971325187
937	0.08968595701
938	0.08954655606
939	0.08928632605
940	0.08924582218
941	0.08912691251
942	0.08888280855
943	0.08854745626
944	0.0882884049
945	0.08811465417
946	0.08793217845
947	0.08781456251
948	0.08768281836
949	0.08749358478
950	0.08736378182
951	0.08730964154
952	0.08703500307
953	0.08671199377
954	0.08656835393
955	0.08643806679
956	0.08638916711
957	0.08617975951
958	0.0859120698
959	0.085722752
960	0.08560640136
961	0.08541643182
962	0.08536536859
963	0.08514883418
964	0.08495162018
965	0.08466558544
966	0.08435323928
967	0.08413511612
968	0.08387484325
969	0.08360421367
970	0.08355267605
971	0.08328380116
972	0.08323256802
973	0.08306826212
974	0.08287334112
975	0.08265139056
976	0.0824626579
977	0.08242348361
978	0.08227141482
979	0.08208285834
980	0.08178481107
981	0.08154620815
982	0.08150569081
983	0.08134133532
984	0.08121854204
985	0.08108721701
986	0.08103020756
987	0.0808346199
988	0.0808104071
989	0.08055669256
990	0.08037967769
991	0.08009075084
992	0.08004595549
993	0.07987273533
994	0.07972134321
995	0.07957220432
996	0.0792465554
997	0.07905177536
998	0.07887455966
999	0.07870595974
